id,date,lat,lon,n_injured,n_killed,loc,state,county,pov_all,pov_child,unemployment,less_than_hs,hs,some_college,bachelors
477067,2016-01-01T08:00:00.000Z,33.8127,-118.263,0,1,Carson,California,06037,14.9,20.9,4.7,22.3,20.7,26.3,30.8
476465,2016-01-01T08:00:00.000Z,35.4053,-118.963,0,1,Bakersfield,California,06029,21.2,29,9.2,26.4,27.2,30.7,15.7
476545,2016-01-01T08:00:00.000Z,37.7663,-122.18,1,0,Oakland,California,06001,9.3,10.5,3.6,12.7,18.0,25.4,43.9
477329,2016-01-01T08:00:00.000Z,34.124,-118.158,0,0,Pasadena,California,06037,14.9,20.9,4.7,22.3,20.7,26.3,30.8
476609,2016-01-01T08:00:00.000Z,32.8267,-116.925,0,1,El Cajon,California,06073,11.9,15.7,4,13.6,18.8,31.1,36.5
477245,2016-01-01T08:00:00.000Z,33.7586,-116.919,0,0,Hemet,California,06065,12.9,16.2,5.2,19.5,25.9,33.4,21.2
476568,2016-01-01T08:00:00.000Z,33.8171,-118.198,2,1,Long Beach,California,06037,14.9,20.9,4.7,22.3,20.7,26.3,30.8
479184,2016-01-01T08:00:00.000Z,36.0581,-119.051,3,0,Porterville,California,06107,24,31.9,10.4,31.8,25.4,28.8,14.0
477314,2016-01-01T08:00:00.000Z,33.7258,-117.859,1,0,Santa Ana,California,06059,11.5,15.7,3.5,15.5,17.4,28.6,38.4
477316,2016-01-01T08:00:00.000Z,34.0558,-117.757,0,1,Pomona,California,06037,14.9,20.9,4.7,22.3,20.7,26.3,30.8
478440,2016-01-01T08:00:00.000Z,36.7256,-119.797,0,0,Fresno,California,06019,21.1,28.3,8.5,26.2,22.7,31.3,19.7
477331,2016-01-01T08:00:00.000Z,37.9548,-121.271,0,0,Stockton,California,06077,15.5,21.6,7,22.0,26.6,33.2,18.2
476694,2016-01-01T08:00:00.000Z,36.6939,-119.564,0,1,Sanger,California,06019,21.1,28.3,8.5,26.2,22.7,31.3,19.7
477305,2016-01-01T08:00:00.000Z,33.8355,-117.904,0,1,Anaheim,California,06059,11.5,15.7,3.5,15.5,17.4,28.6,38.4
479176,2016-01-01T08:00:00.000Z,38.0849,-122.225,0,0,Vallejo,California,06095,10,14,4.8,12.5,23.5,38.9,25.1
476652,2016-01-01T08:00:00.000Z,39.5003,-121.551,0,0,Oroville,California,06007,18.1,22.6,5.7,11.7,22.7,39.4,26.1
476467,2016-01-01T08:00:00.000Z,38.5796,-121.302,0,1,Rancho Cordova,California,06067,14.1,18.2,4.6,13.2,22.4,35.1,29.3
477104,2016-01-01T08:00:00.000Z,32.7545,-117.16,0,1,San Diego,California,06073,11.9,15.7,4,13.6,18.8,31.1,36.5
477684,2016-01-02T08:00:00.000Z,37.9252,-122.349,1,0,Richmond,California,06013,9.1,11.2,3.8,10.9,18.2,30.6,40.3
477936,2016-01-02T08:00:00.000Z,33.2034,-117.34,1,0,Oceanside,California,06073,11.9,15.7,4,13.6,18.8,31.1,36.5
477453,2016-01-02T08:00:00.000Z,34.0706,-117.672,0,3,Ontario,California,06071,16,23,4.9,21.2,26.2,33.3,19.3
551774,2016-01-02T08:00:00.000Z,33.9763,-117.689,1,0,Chino,California,06071,16,23,4.9,21.2,26.2,33.3,19.3
517862,2016-01-02T08:00:00.000Z,33.7213,-117.873,0,0,Santa Ana,California,06059,11.5,15.7,3.5,15.5,17.4,28.6,38.4
477069,2016-01-02T08:00:00.000Z,34.0023,-118.331,0,1,Los Angeles,California,06037,14.9,20.9,4.7,22.3,20.7,26.3,30.8
477679,2016-01-02T08:00:00.000Z,37.9271,-122.371,1,0,Richmond,California,06013,9.1,11.2,3.8,10.9,18.2,30.6,40.3
477652,2016-01-02T08:00:00.000Z,38.718,-121.305,1,0,Sacramento (county),California,06067,14.1,18.2,4.6,13.2,22.4,35.1,29.3
478459,2016-01-03T08:00:00.000Z,34.2876,-118.755,0,0,Simi Valley,California,06111,9.5,13.2,4.5,16.6,18.8,32.5,32.2
479162,2016-01-03T08:00:00.000Z,36.6737,-121.675,0,0,Salinas,California,06053,11.9,16.2,7.2,29.1,20.4,26.9,23.6
478435,2016-01-03T08:00:00.000Z,33.966,-116.491,1,0,Desert Hot Springs,California,06065,12.9,16.2,5.2,19.5,25.9,33.4,21.2
478453,2016-01-03T08:00:00.000Z,33.7274,-117.907,1,0,Santa Ana,California,06059,11.5,15.7,3.5,15.5,17.4,28.6,38.4
478462,2016-01-03T08:00:00.000Z,34.1227,-117.998,1,0,Monrovia,California,06037,14.9,20.9,4.7,22.3,20.7,26.3,30.8
479149,2016-01-03T08:00:00.000Z,39.502,-121.545,0,0,Oroville,California,06007,18.1,22.6,5.7,11.7,22.7,39.4,26.1
477674,2016-01-03T08:00:00.000Z,33.7274,-117.906,1,0,Orange (county),California,06059,11.5,15.7,3.5,15.5,17.4,28.6,38.4
478353,2016-01-04T08:00:00.000Z,38.6927,-121.588,0,0,Sacramento,California,06067,14.1,18.2,4.6,13.2,22.4,35.1,29.3
478300,2016-01-04T08:00:00.000Z,33.9454,-118.399,0,0,Los Angeles,California,06037,14.9,20.9,4.7,22.3,20.7,26.3,30.8
481941,2016-01-04T08:00:00.000Z,38.4035,-122.762,1,0,Santa Rosa,California,06097,9.3,10.9,3.4,12.8,19.4,34.7,33.1
479167,2016-01-04T08:00:00.000Z,32.6967,-117.085,3,0,San Diego,California,06073,11.9,15.7,4,13.6,18.8,31.1,36.5
479173,2016-01-04T08:00:00.000Z,38.1136,-122.244,1,0,Vallejo,California,06095,10,14,4.8,12.5,23.5,38.9,25.1
479182,2016-01-04T08:00:00.000Z,36.0678,-119.071,0,0,Porterville,California,06107,24,31.9,10.4,31.8,25.4,28.8,14.0
479181,2016-01-04T08:00:00.000Z,34.2068,-118.343,1,0,Los Angeles,California,06037,14.9,20.9,4.7,22.3,20.7,26.3,30.8
478429,2016-01-04T08:00:00.000Z,35.2739,-119.009,1,0,Bakersfield,California,06029,21.2,29,9.2,26.4,27.2,30.7,15.7
479163,2016-01-04T08:00:00.000Z,36.7018,-121.672,1,0,Salinas,California,06053,11.9,16.2,7.2,29.1,20.4,26.9,23.6
479666,2016-01-05T08:00:00.000Z,36.7246,-121.655,1,0,Salinas,California,06053,11.9,16.2,7.2,29.1,20.4,26.9,23.6
479720,2016-01-05T08:00:00.000Z,33.7417,-117.895,1,0,Santa Ana,California,06059,11.5,15.7,3.5,15.5,17.4,28.6,38.4
479718,2016-01-05T08:00:00.000Z,33.7345,-117.904,1,0,Santa Ana,California,06059,11.5,15.7,3.5,15.5,17.4,28.6,38.4
479159,2016-01-05T08:00:00.000Z,36.6713,-121.633,1,0,Salinas,California,06053,11.9,16.2,7.2,29.1,20.4,26.9,23.6
479194,2016-01-05T08:00:00.000Z,33.7325,-118.297,0,0,San Pedro,California,06037,14.9,20.9,4.7,22.3,20.7,26.3,30.8
479157,2016-01-05T08:00:00.000Z,33.9426,-117.248,1,0,Moreno Valley,California,06065,12.9,16.2,5.2,19.5,25.9,33.4,21.2
480637,2016-01-05T08:00:00.000Z,40.6572,-124.212,0,0,Loleta,California,06023,19.7,24.7,4.2,9.7,24.7,37.4,28.2
480666,2016-01-05T08:00:00.000Z,37.5839,-120.948,0,1,Ceres,California,06099,14,18.6,7.5,22.4,28.1,33.0,16.5
481470,2016-01-05T08:00:00.000Z,36.9667,-122.029,0,2,Santa Cruz,California,06087,12.6,13.7,5.7,13.7,15.5,31.9,39.0
480422,2016-01-05T08:00:00.000Z,40.6137,-122.37,0,1,Redding,California,06089,17,22.9,5.8,10.0,25.5,44.4,20.1
479725,2016-01-05T08:00:00.000Z,34.0688,-117.611,0,1,Ontario,California,06071,16,23,4.9,21.2,26.2,33.3,19.3
479178,2016-01-05T08:00:00.000Z,37.8037,-122.271,1,0,Oakland,California,06001,9.3,10.5,3.6,12.7,18.0,25.4,43.9
480468,2016-01-06T08:00:00.000Z,33.9872,-118.44,0,1,Marina Del Rey,California,06037,14.9,20.9,4.7,22.3,20.7,26.3,30.8
485624,2016-01-06T08:00:00.000Z,40.542,-122.349,0,1,Redding,California,06089,17,22.9,5.8,10.0,25.5,44.4,20.1
481287,2016-01-06T08:00:00.000Z,38.1671,-122.262,0,0,American Canyon,California,06055,6.8,8.6,3.7,16.1,18.8,32.1,33.0
480630,2016-01-06T08:00:00.000Z,39.5206,-122.191,0,0,Willows,California,06021,14.8,20.8,7.5,27.5,27.9,32.0,12.7
480640,2016-01-06T08:00:00.000Z,36.772,-119.831,0,0,Fresno,California,06019,21.1,28.3,8.5,26.2,22.7,31.3,19.7
480659,2016-01-06T08:00:00.000Z,37.3458,-120.614,0,0,Atwater,California,06047,23,33.7,9.3,31.4,25.2,29.7,13.7
480626,2016-01-06T08:00:00.000Z,35.3913,-118.985,0,0,Bakersfield,California,06029,21.2,29,9.2,26.4,27.2,30.7,15.7
480683,2016-01-06T08:00:00.000Z,36.6864,-121.668,1,0,Salinas,California,06053,11.9,16.2,7.2,29.1,20.4,26.9,23.6
481465,2016-01-06T08:00:00.000Z,38.1671,-122.262,0,0,American Canyon,California,06055,6.8,8.6,3.7,16.1,18.8,32.1,33.0
479700,2016-01-06T08:00:00.000Z,33.7419,-117.915,1,0,Santa Ana,California,06059,11.5,15.7,3.5,15.5,17.4,28.6,38.4
491763,2016-01-06T08:00:00.000Z,34.066,-117.276,1,0,San Bernardino,California,06071,16,23,4.9,21.2,26.2,33.3,19.3
480642,2016-01-06T08:00:00.000Z,36.7796,-119.855,0,0,Fresno,California,06019,21.1,28.3,8.5,26.2,22.7,31.3,19.7
479716,2016-01-06T08:00:00.000Z,33.8741,-117.909,1,0,Fullerton,California,06059,11.5,15.7,3.5,15.5,17.4,28.6,38.4
481448,2016-01-07T08:00:00.000Z,37.2955,-121.832,0,1,San Jose,California,06085,7.5,8.1,3.2,12.9,14.8,23.2,49.1
481999,2016-01-07T08:00:00.000Z,38.2433,-122.082,0,0,Fairfield,California,06095,10,14,4.8,12.5,23.5,38.9,25.1
481441,2016-01-07T08:00:00.000Z,36.6681,-121.64,0,0,Salinas,California,06053,11.9,16.2,7.2,29.1,20.4,26.9,23.6
481443,2016-01-07T08:00:00.000Z,34.1809,-118.149,1,0,Pasadena,California,06037,14.9,20.9,4.7,22.3,20.7,26.3,30.8
481974,2016-01-07T08:00:00.000Z,36.9643,-122.042,0,0,Santa Cruz,California,06087,12.6,13.7,5.7,13.7,15.5,31.9,39.0
481452,2016-01-07T08:00:00.000Z,33.747,-117.885,1,0,Santa Ana,California,06059,11.5,15.7,3.5,15.5,17.4,28.6,38.4
481476,2016-01-07T08:00:00.000Z,36.7323,-119.734,2,0,Fresno,California,06019,21.1,28.3,8.5,26.2,22.7,31.3,19.7
480644,2016-01-07T08:00:00.000Z,34.0623,-118.238,1,0,Los Angeles,California,06037,14.9,20.9,4.7,22.3,20.7,26.3,30.8
482061,2016-01-07T08:00:00.000Z,36.2099,-121.13,1,0,King City,California,06053,11.9,16.2,7.2,29.1,20.4,26.9,23.6
485575,2016-01-08T08:00:00.000Z,40.2472,-123.807,0,0,Humboldt (county),California,06023,19.7,24.7,4.2,9.7,24.7,37.4,28.2
481920,2016-01-08T08:00:00.000Z,33.9518,-118.309,0,1,Los Angeles,California,06037,14.9,20.9,4.7,22.3,20.7,26.3,30.8
483013,2016-01-08T08:00:00.000Z,33.7794,-117.883,1,0,Santa Ana,California,06059,11.5,15.7,3.5,15.5,17.4,28.6,38.4
481916,2016-01-08T08:00:00.000Z,36.8461,-119.791,1,0,Fresno,California,06019,21.1,28.3,8.5,26.2,22.7,31.3,19.7
482058,2016-01-08T08:00:00.000Z,33.9448,-117.501,0,0,Riverside,California,06065,12.9,16.2,5.2,19.5,25.9,33.4,21.2
481450,2016-01-08T08:00:00.000Z,33.7369,-117.895,1,0,Santa Ana,California,06059,11.5,15.7,3.5,15.5,17.4,28.6,38.4
481463,2016-01-08T08:00:00.000Z,37.9975,-121.794,0,0,Antioch,California,06013,9.1,11.2,3.8,10.9,18.2,30.6,40.3
794006,2016-01-08T08:00:00.000Z,34.1676,-118.373,0,0,North Hollywood,California,06037,14.9,20.9,4.7,22.3,20.7,26.3,30.8
482029,2016-01-08T08:00:00.000Z,36.8359,-119.809,0,0,Fresno,California,06019,21.1,28.3,8.5,26.2,22.7,31.3,19.7
481341,2016-01-08T08:00:00.000Z,34.0553,-118.283,0,2,Los Angeles,California,06037,14.9,20.9,4.7,22.3,20.7,26.3,30.8
482049,2016-01-08T08:00:00.000Z,34.1704,-119.15,0,0,Oxnard,California,06111,9.5,13.2,4.5,16.6,18.8,32.5,32.2
482452,2016-01-09T08:00:00.000Z,34.0665,-118.217,1,0,Los Angeles (Hollywood),California,06037,14.9,20.9,4.7,22.3,20.7,26.3,30.8
483689,2016-01-09T08:00:00.000Z,35.1995,-118.019,0,0,Mojave,California,06029,21.2,29,9.2,26.4,27.2,30.7,15.7
481925,2016-01-09T08:00:00.000Z,33.8185,-118.178,2,0,Signal Hill,California,06037,14.9,20.9,4.7,22.3,20.7,26.3,30.8
483024,2016-01-09T08:00:00.000Z,37.3117,-120.487,0,0,Merced,California,06047,23,33.7,9.3,31.4,25.2,29.7,13.7
483029,2016-01-09T08:00:00.000Z,34.2249,-117.036,0,0,Running Springs,California,06071,16,23,4.9,21.2,26.2,33.3,19.3
482053,2016-01-09T08:00:00.000Z,34.1234,-117.301,0,0,San Bernardino,California,06071,16,23,4.9,21.2,26.2,33.3,19.3
482109,2016-01-09T08:00:00.000Z,37.9892,-122.083,1,0,Martinez,California,06013,9.1,11.2,3.8,10.9,18.2,30.6,40.3
482985,2016-01-09T08:00:00.000Z,37.5899,-122.027,1,0,Union City,California,06001,9.3,10.5,3.6,12.7,18.0,25.4,43.9
490621,2016-01-09T08:00:00.000Z,37.9445,-122.363,0,0,Richmond,California,06013,9.1,11.2,3.8,10.9,18.2,30.6,40.3
482992,2016-01-09T08:00:00.000Z,36.1396,-120.366,0,0,Coalinga,California,06019,21.1,28.3,8.5,26.2,22.7,31.3,19.7
482999,2016-01-09T08:00:00.000Z,36.142,-120.354,3,0,Coalinga,California,06019,21.1,28.3,8.5,26.2,22.7,31.3,19.7
483006,2016-01-09T08:00:00.000Z,36.7896,-119.788,0,0,Fresno,California,06019,21.1,28.3,8.5,26.2,22.7,31.3,19.7
482375,2016-01-09T08:00:00.000Z,34.5694,-118.087,0,1,Palmdale,California,06037,14.9,20.9,4.7,22.3,20.7,26.3,30.8
489465,2016-01-09T08:00:00.000Z,36.8408,-119.799,0,0,Fresno,California,06019,21.1,28.3,8.5,26.2,22.7,31.3,19.7
482496,2016-01-09T08:00:00.000Z,38.5998,-121.503,0,1,Sacramento,California,06067,14.1,18.2,4.6,13.2,22.4,35.1,29.3
482336,2016-01-09T08:00:00.000Z,37.8049,-122.295,0,1,Oakland,California,06001,9.3,10.5,3.6,12.7,18.0,25.4,43.9
482491,2016-01-10T08:00:00.000Z,33.9101,-117.183,0,1,Moreno Valley,California,06065,12.9,16.2,5.2,19.5,25.9,33.4,21.2
483027,2016-01-10T08:00:00.000Z,34.1659,-119.177,0,0,Oxnard,California,06111,9.5,13.2,4.5,16.6,18.8,32.5,32.2
482990,2016-01-10T08:00:00.000Z,36.7577,-119.748,0,1,Fresno,California,06019,21.1,28.3,8.5,26.2,22.7,31.3,19.7
483698,2016-01-10T08:00:00.000Z,37.9424,-122.324,0,0,Richmond,California,06013,9.1,11.2,3.8,10.9,18.2,30.6,40.3
483733,2016-01-11T08:00:00.000Z,34.0854,-118.101,1,0,San Gabriel,California,06037,14.9,20.9,4.7,22.3,20.7,26.3,30.8
483756,2016-01-11T08:00:00.000Z,34.0405,-117.754,0,1,Pomona,California,06037,14.9,20.9,4.7,22.3,20.7,26.3,30.8
483031,2016-01-11T08:00:00.000Z,32.7734,-117.016,2,0,La Mesa,California,06073,11.9,15.7,4,13.6,18.8,31.1,36.5
483693,2016-01-11T08:00:00.000Z,37.9424,-122.324,2,0,Richmond,California,06013,9.1,11.2,3.8,10.9,18.2,30.6,40.3
483696,2016-01-11T08:00:00.000Z,37.823,-122.278,1,0,Oakland,California,06001,9.3,10.5,3.6,12.7,18.0,25.4,43.9
483721,2016-01-11T08:00:00.000Z,36.7142,-119.757,1,1,Fresno (Calwa),California,06019,21.1,28.3,8.5,26.2,22.7,31.3,19.7
483748,2016-01-11T08:00:00.000Z,34.2904,-118.449,0,1,San Fernando,California,06037,14.9,20.9,4.7,22.3,20.7,26.3,30.8
517870,2016-01-12T08:00:00.000Z,33.7419,-117.932,0,0,Santa Ana,California,06059,11.5,15.7,3.5,15.5,17.4,28.6,38.4
484536,2016-01-12T08:00:00.000Z,37.9683,-121.767,1,0,Antioch,California,06013,9.1,11.2,3.8,10.9,18.2,30.6,40.3
484542,2016-01-12T08:00:00.000Z,40.0984,-123.795,0,0,Garberville,California,06023,19.7,24.7,4.2,9.7,24.7,37.4,28.2
484548,2016-01-12T08:00:00.000Z,33.7534,-117.887,1,0,Santa Ana,California,06059,11.5,15.7,3.5,15.5,17.4,28.6,38.4
484556,2016-01-12T08:00:00.000Z,33.8288,-118.268,0,1,Carson,California,06037,14.9,20.9,4.7,22.3,20.7,26.3,30.8
484563,2016-01-12T08:00:00.000Z,37.6429,-120.992,0,1,Modesto,California,06099,14,18.6,7.5,22.4,28.1,33.0,16.5
484544,2016-01-12T08:00:00.000Z,36.765,-119.79,1,0,Fresno,California,06019,21.1,28.3,8.5,26.2,22.7,31.3,19.7
484554,2016-01-12T08:00:00.000Z,34.7056,-118.149,1,0,Lancaster,California,06037,14.9,20.9,4.7,22.3,20.7,26.3,30.8
484193,2016-01-12T08:00:00.000Z,34.9532,-120.447,0,2,Santa Maria,California,06083,14.2,17.4,4.5,19.9,17.9,29.9,32.2
485017,2016-01-12T08:00:00.000Z,36.5572,-121.697,0,0,Salinas,California,06053,11.9,16.2,7.2,29.1,20.4,26.9,23.6
484546,2016-01-12T08:00:00.000Z,33.6475,-117.912,0,1,Costa Mesa,California,06059,11.5,15.7,3.5,15.5,17.4,28.6,38.4
483727,2016-01-12T08:00:00.000Z,36.742,-119.779,0,0,Fresno,California,06019,21.1,28.3,8.5,26.2,22.7,31.3,19.7
485019,2016-01-13T08:00:00.000Z,38.6062,-121.448,1,0,Sacramento,California,06067,14.1,18.2,4.6,13.2,22.4,35.1,29.3
485021,2016-01-13T08:00:00.000Z,37.3923,-122.091,0,0,Mountain View,California,06085,7.5,8.1,3.2,12.9,14.8,23.2,49.1
485024,2016-01-13T08:00:00.000Z,37.9394,-121.278,1,0,Stockton,California,06077,15.5,21.6,7,22.0,26.6,33.2,18.2
485028,2016-01-13T08:00:00.000Z,35.3909,-118.982,0,1,Bakersfield,California,06029,21.2,29,9.2,26.4,27.2,30.7,15.7
485030,2016-01-13T08:00:00.000Z,33.9757,-118.328,3,0,Los Angeles,California,06037,14.9,20.9,4.7,22.3,20.7,26.3,30.8
485654,2016-01-13T08:00:00.000Z,37.3802,-122.126,0,0,Los Altos,California,06085,7.5,8.1,3.2,12.9,14.8,23.2,49.1
484560,2016-01-13T08:00:00.000Z,37.6134,-120.975,1,0,Modesto,California,06099,14,18.6,7.5,22.4,28.1,33.0,16.5
876966,2016-01-13T08:00:00.000Z,34.4946,-118.614,0,0,Santa Clarita,California,06037,14.9,20.9,4.7,22.3,20.7,26.3,30.8
484538,2016-01-13T08:00:00.000Z,33.9715,-116.498,0,0,Desert Hot Springs,California,06065,12.9,16.2,5.2,19.5,25.9,33.4,21.2
484540,2016-01-13T08:00:00.000Z,40.8724,-124.08,1,0,Arcata,California,06023,19.7,24.7,4.2,9.7,24.7,37.4,28.2
485902,2016-01-14T08:00:00.000Z,34.521,-118,2,0,Littlerock,California,06037,14.9,20.9,4.7,22.3,20.7,26.3,30.8
485647,2016-01-14T08:00:00.000Z,37.7024,-122.125,0,0,San Leandro,California,06001,9.3,10.5,3.6,12.7,18.0,25.4,43.9
485636,2016-01-14T08:00:00.000Z,34.3917,-118.543,0,0,Santa Clarita,California,06037,14.9,20.9,4.7,22.3,20.7,26.3,30.8
485899,2016-01-14T08:00:00.000Z,36.7477,-119.775,0,1,Fresno,California,06019,21.1,28.3,8.5,26.2,22.7,31.3,19.7
485634,2016-01-14T08:00:00.000Z,34.4196,-118.46,0,1,Santa Clarita,California,06037,14.9,20.9,4.7,22.3,20.7,26.3,30.8
485638,2016-01-15T08:00:00.000Z,34.3917,-118.543,1,0,Santa Clarita,California,06037,14.9,20.9,4.7,22.3,20.7,26.3,30.8
486249,2016-01-15T08:00:00.000Z,37.9037,-121.323,0,1,Stockton,California,06077,15.5,21.6,7,22.0,26.6,33.2,18.2
486380,2016-01-15T08:00:00.000Z,33.7972,-118.026,1,0,Cypress,California,06059,11.5,15.7,3.5,15.5,17.4,28.6,38.4
486388,2016-01-15T08:00:00.000Z,36.7495,-119.779,0,1,Fresno,California,06019,21.1,28.3,8.5,26.2,22.7,31.3,19.7
486375,2016-01-16T08:00:00.000Z,34.0805,-117.963,2,0,Baldwin Park,California,06037,14.9,20.9,4.7,22.3,20.7,26.3,30.8
487598,2016-01-16T08:00:00.000Z,36.7314,-119.741,0,0,Fresno,California,06019,21.1,28.3,8.5,26.2,22.7,31.3,19.7
487615,2016-01-16T08:00:00.000Z,34.1485,-119.18,1,0,Oxnard,California,06111,9.5,13.2,4.5,16.6,18.8,32.5,32.2
486656,2016-01-16T08:00:00.000Z,36.6887,-121.617,0,1,Salinas,California,06053,11.9,16.2,7.2,29.1,20.4,26.9,23.6
486733,2016-01-16T08:00:00.000Z,33.989,-117.233,1,0,Moreno Valley,California,06065,12.9,16.2,5.2,19.5,25.9,33.4,21.2
486282,2016-01-16T08:00:00.000Z,32.7939,-116.979,0,1,El Cajon,California,06073,11.9,15.7,4,13.6,18.8,31.1,36.5
486386,2016-01-16T08:00:00.000Z,37.687,-122.128,0,0,San Lorenzo,California,06001,9.3,10.5,3.6,12.7,18.0,25.4,43.9
486670,2016-01-16T08:00:00.000Z,34.1038,-118.359,0,1,Los Angeles,California,06037,14.9,20.9,4.7,22.3,20.7,26.3,30.8
486714,2016-01-16T08:00:00.000Z,32.7167,-117.077,1,0,San Diego,California,06073,11.9,15.7,4,13.6,18.8,31.1,36.5
486653,2016-01-16T08:00:00.000Z,35.3157,-119.02,1,0,Bakersfield,California,06029,21.2,29,9.2,26.4,27.2,30.7,15.7
486675,2016-01-16T08:00:00.000Z,39.9169,-122.188,0,0,Corning,California,06103,20.1,29,6.4,17.1,31.1,38.0,13.8
487587,2016-01-17T08:00:00.000Z,35.3279,-119.071,0,1,Bakersfield,California,06029,21.2,29,9.2,26.4,27.2,30.7,15.7
486692,2016-01-17T08:00:00.000Z,34.9655,-120.421,0,0,Santa Maria,California,06083,14.2,17.4,4.5,19.9,17.9,29.9,32.2
488183,2016-01-17T08:00:00.000Z,33.7539,-117.875,1,0,Santa Ana,California,06059,11.5,15.7,3.5,15.5,17.4,28.6,38.4
488181,2016-01-17T08:00:00.000Z,33.7539,-117.875,1,0,Santa Ana,California,06059,11.5,15.7,3.5,15.5,17.4,28.6,38.4
1040480,2016-01-17T08:00:00.000Z,33.9776,-118.255,0,1,Los Angeles,California,06037,14.9,20.9,4.7,22.3,20.7,26.3,30.8
487613,2016-01-17T08:00:00.000Z,37.6274,-121.012,1,0,Modesto,California,06099,14,18.6,7.5,22.4,28.1,33.0,16.5
487611,2016-01-17T08:00:00.000Z,34.1022,-118.203,0,1,Los Angeles (Highland Park),California,06037,14.9,20.9,4.7,22.3,20.7,26.3,30.8
487591,2016-01-17T08:00:00.000Z,36.7682,-119.878,2,0,Fresno,California,06019,21.1,28.3,8.5,26.2,22.7,31.3,19.7
487582,2016-01-17T08:00:00.000Z,37.6366,-122.067,1,0,Hayward,California,06001,9.3,10.5,3.6,12.7,18.0,25.4,43.9
487282,2016-01-17T08:00:00.000Z,34.2096,-118.575,0,2,Winnetka,California,06037,14.9,20.9,4.7,22.3,20.7,26.3,30.8
486737,2016-01-17T08:00:00.000Z,33.9821,-117.373,0,0,Riverside,California,06065,12.9,16.2,5.2,19.5,25.9,33.4,21.2
488167,2016-01-18T08:00:00.000Z,37.5924,-122.079,0,1,Union City,California,06001,9.3,10.5,3.6,12.7,18.0,25.4,43.9
488185,2016-01-18T08:00:00.000Z,34.0445,-118.216,0,1,Los Angeles (Boyle Heights),California,06037,14.9,20.9,4.7,22.3,20.7,26.3,30.8
488650,2016-01-18T08:00:00.000Z,33.7429,-118.004,1,0,Westminster,California,06059,11.5,15.7,3.5,15.5,17.4,28.6,38.4
490872,2016-01-19T08:00:00.000Z,38.2632,-122.651,0,2,Petaluma,California,06097,9.3,10.9,3.4,12.8,19.4,34.7,33.1
811921,2016-01-19T08:00:00.000Z,33.8745,-118.377,1,0,Redondo Beach,California,06037,14.9,20.9,4.7,22.3,20.7,26.3,30.8
517865,2016-01-19T08:00:00.000Z,33.731,-117.896,0,0,Santa Ana,California,06059,11.5,15.7,3.5,15.5,17.4,28.6,38.4
494704,2016-01-19T08:00:00.000Z,34.3479,-119.072,1,0,Santa Paula,California,06111,9.5,13.2,4.5,16.6,18.8,32.5,32.2
488179,2016-01-19T08:00:00.000Z,33.802,-117.949,1,0,Garden Grove,California,06059,11.5,15.7,3.5,15.5,17.4,28.6,38.4
488169,2016-01-19T08:00:00.000Z,37.5414,-121.988,1,0,Fremont,California,06001,9.3,10.5,3.6,12.7,18.0,25.4,43.9
489471,2016-01-19T08:00:00.000Z,36.7894,-119.703,0,0,Fresno,California,06019,21.1,28.3,8.5,26.2,22.7,31.3,19.7
493712,2016-01-19T08:00:00.000Z,37.688,-122.13,0,0,San Leandro,California,06001,9.3,10.5,3.6,12.7,18.0,25.4,43.9
488642,2016-01-19T08:00:00.000Z,37.7652,-122.186,1,0,Oakland,California,06001,9.3,10.5,3.6,12.7,18.0,25.4,43.9
488657,2016-01-19T08:00:00.000Z,36.7214,-119.806,0,0,Fresno,California,06019,21.1,28.3,8.5,26.2,22.7,31.3,19.7
488644,2016-01-19T08:00:00.000Z,37.7289,-122.158,0,0,San Leandro,California,06001,9.3,10.5,3.6,12.7,18.0,25.4,43.9
490637,2016-01-20T08:00:00.000Z,37.2819,-121.959,0,0,Campbell,California,06085,7.5,8.1,3.2,12.9,14.8,23.2,49.1
490633,2016-01-20T08:00:00.000Z,35.3838,-119.019,0,0,Bakersfield,California,06029,21.2,29,9.2,26.4,27.2,30.7,15.7
488646,2016-01-20T08:00:00.000Z,33.836,-117.956,1,0,Anaheim,California,06059,11.5,15.7,3.5,15.5,17.4,28.6,38.4
489475,2016-01-20T08:00:00.000Z,34.0634,-118.282,1,0,Los Angeles (Echo Park),California,06037,14.9,20.9,4.7,22.3,20.7,26.3,30.8
489468,2016-01-20T08:00:00.000Z,36.7794,-119.818,1,0,Fresno,California,06019,21.1,28.3,8.5,26.2,22.7,31.3,19.7
489441,2016-01-20T08:00:00.000Z,37.8407,-122.27,0,1,Oakland,California,06001,9.3,10.5,3.6,12.7,18.0,25.4,43.9
489456,2016-01-20T08:00:00.000Z,33.816,-116.432,1,0,Rancho Mirage,California,06065,12.9,16.2,5.2,19.5,25.9,33.4,21.2
489454,2016-01-20T08:00:00.000Z,35.3781,-118.971,0,0,Kern (county),California,06029,21.2,29,9.2,26.4,27.2,30.7,15.7
488640,2016-01-20T08:00:00.000Z,37.5289,-122.322,0,0,San Mateo,California,06081,6.4,7,2.7,11.4,15.9,25.6,47.1
488638,2016-01-20T08:00:00.000Z,37.3097,-121.845,1,0,San Jose,California,06085,7.5,8.1,3.2,12.9,14.8,23.2,49.1
489478,2016-01-21T08:00:00.000Z,34.3719,-118.512,0,1,Santa Clarita,California,06037,14.9,20.9,4.7,22.3,20.7,26.3,30.8
